test_1	
test_10	
test_100	auhmn mymum;«> many n mu. m..mmea mu mmm. my;mm . mm. mmon b“ 9mm. . lncomuvlk m.mum-a mm andway;sum m. Gianninimm mm.
test_11	[awed-JENens ‘PURIKIER l»;, Emma Mm .;MINIMUM 51156251217 UPAEI‘DE5TD WW magnet? 64;MW’N S‘fswau w m;(5:151;;T15TDPCH;mmMrr‘i5W0!!!
test_12	D‘uv Vnewmun/e m;V=Vnew;Ynuw vow/m
test_13	Img w;mom;um!;wman;wmlm hummlma;MM;sma;wm;mm;sw-;mum m.m. |u;ants;mt;are;Mg Ca;I ‘ lmna‘ ConlaﬂI—;e .n.m.;wet to num." .
test_14	End;Puxes;ﬁg“ 1;may 5;Place:;make 2;may i;Place:;Ken 1;men 3;Puxes;Puxes;5m;Basic Flowchart;may 2;men a;Puxes
test_15	African Society for Quality in Healthcare ASQHwww.ASQH.org;End;No;Documentatian;2nd Step;Documentation;Step 1;Sta rt;lst Step;4th Step;Step 2;Documentatian;Ves;3rd Step
test_16	ﬁg“ 1;End;Decsorw;men;ulo;5m;Advanced Flowchart;Puxess Step;suwuxess
test_17	. m-;stuuARus Gummzcnvzs:mmmmAssissmzmHump-1mm ‘ .mymmum;w: Dm;Lmm“. swims Ram;fr«ma-Imy HE
test_18	End kmm;9mm.;1 krmTv;scav
test_19	mp;Identifycandidmmodels;inumluzemodel;is hmcandidatehum-u ‘I;updatemodel;evaluatecandidawmodels
test_2	‘Is the5mmN”;I Fandoesn’twork I;a MM;Repairme Fan;Is therePowerSupply?    Waitfurlhe Powersupplyw resume;Noi 5mm thelzn
test_20	m".4;IY-um  n
test_21	New consensus;Vs;Wait;Disagree;Seek the compromise;Make an edit;lrwlement;Previous consensus;was the articleedilzd further?;Do you agree withme change?
test_22	END;READ N;START;PRINT F;NO;FrF"M     PRINT F
test_23	End;Input;Start;Plumes:;Plumes:
test_24	01de by Ednm;End I;No;&Ready m Gmmay\YES&;A‘avm ngs;Relay;Stan;Chmb om 0!Bed;Imes;Hm SmmzeBumm
test_25	End;Target Sector:;Increment Sector;No;Is target sector<max sedor’?;Yes;Increment 3 Vector;Start;Increment cyl der;Target head =;Increment head;No;Is the targethead < lhanmax head?;Yes
test_26	End;Delay;Proces;Process;Decision;Proces
test_27	mP: 1 house;Du aveesneed7Lcaulkm.;Sclal‘ae onnakng paim;FlakmgDaim’!;—2Clean all pamled surlaoes;Basic Flowcharting- House Painting;Pm gnmeron expmdwood;Ves;Exposedmm?;Andy néw cauk;Remo°ve oldcau‘k as needed
test_28	Mary paysforlhe plzza;mu pays forthe plzza;wuss;HEADS;/ \T055 3 comx/<
test_29	assignedHall= "Lincoln“;Vas Nusmﬂmemeqnesl —0y”;sluAge < 21;flﬁllﬂl S-‘Ih: MOSTLY COMPLETED FLOWCHART SEGMENT FOR RES¢DENCE HALL SELECTION;asswgnedHall= “mom";assignedHallGram";assignedHall= “Addams";Ves No— slquelRequesI —v"
test_3	Processing;Simple remngledew-bu an amen;In alcan: my;outputResult;Armws between boxes5mm sequence nf nclims;Pmcedurecall;No;Flowchan is xerminateaby Stan and End boxes;Ves
test_30	FlipwgCoin;STA;ND;Bill Pays;Marv Pays;lslhe Comhezds?;No;Ves
test_31	Simple Flaw Chan Template@£3
test_32	. Encode an: m(w tax 1ndsend u PK:ummumuame;9112' humanpmSnlld' hm"mam Sm an: man hex   Encode an: Inten Imx andand w PICmm:muamo;Sive' humanpm  load text ﬁle   Sm an: man hex;(i? a Wan bmmn messedk
test_33	ProcedureCall;A pm: is veymsrmed as ammnge and denmes any processor mm step to hammer! am,ADecision is repmsenxed as adiamond shape and indiummm" point hatwaen Me or mmyalhs in your ﬂvwchaﬂ dilgﬂm.;J—n n: Kennnxlenhowmzd 2n nmm m process ﬂow; and mpmemsUna conneclwlhll amumniclliymules heﬁween me ShapE; il mnneclx,usinga ligMangkd ling.;I mm the pm:I Hue sonnet“mules hem' using : rightIu. '_ _ l\I—Am . mum. pm'm mprogram shauld continuealong m2 0! m mules.;A wrilleloyam-shlped umdzmlex ailhenhe mm ormupm of imrmim in you!«warm aiamm,;DataProcessmg;A'kmlillakel has an ovi‘ shape andprogrimﬂowin your;ompmResult;APred eﬂPmss represemedas La dauhle lined rsctanglg and Mum amlvker for anvther process new arserves m procenﬂnwslsps mm mFormally Mina elsewhere. This Ship:zlxn commnn'y devins Suhvrocessex‘
test_34	End;Aﬂmn;A Basic Flowchart;End;mm.;sun;man;Datum“
test_35	Retum bat solution;Y5;Generate initial population;Meeting and of criterion?;No;Update velocity and position;Calculate M and a for each agent;Update the G, butand worst of the population.;Evaluate the ﬁtne§ for each agent
test_36	V25  Process 3;No  Process 2
test_37	VComputer‘Lis final;Are there anyNror messages?;nlmmgMower mm on?;Ves’;Does thecomputer turnon?;LFlowchart Example);--Check thecomputerPower cord;Perform aSearch for theerrormessage;Turn thecomputermonitor on;Yes;Yes
test_38	Input MarblMarluz;sum;End!;Output 101:!;Llarlu;marbl ,;Tohl :
test_39	Basic IRS Data Reduction Flow ChartAll Ins Modules;vss;I: m WoundswamWW?;mablduo‘md
